DEPARTAMENTO,PROVINCIA,MES,n
LIMA,EN INVESTIGACIÓN,4,4
LIMA,EN INVESTIGACIÓN,5,8
LIMA,EN INVESTIGACIÓN,6,3094
LIMA,EN INVESTIGACIÓN,7,5009
LIMA,EN INVESTIGACIÓN,8,8563
LIMA,EN INVESTIGACIÓN,9,6007
LIMA,EN INVESTIGACIÓN,10,3817
LIMA,EN INVESTIGACIÓN,11,1815
LIMA,EN INVESTIGACIÓN,12,2022
LIMA,HUARAL,1,1
LIMA,HUAURA,1,1
LIMA,LIMA,1,12870
LIMA,LIMA,3,972
LIMA,LIMA,4,26901
LIMA,LIMA,5,72521
LIMA,LIMA,6,49327
LIMA,LIMA,7,49314
LIMA,LIMA,8,77404
LIMA,LIMA,9,50506
LIMA,LIMA,10,30014
LIMA,LIMA,11,15598
LIMA,LIMA,12,15187
LIMA REGION,BARRANCA,1,44
LIMA REGION,BARRANCA,3,1
LIMA REGION,BARRANCA,4,47
LIMA REGION,BARRANCA,5,159
LIMA REGION,BARRANCA,6,646
LIMA REGION,BARRANCA,7,1305
LIMA REGION,BARRANCA,8,1275
LIMA REGION,BARRANCA,9,593
LIMA REGION,BARRANCA,10,326
LIMA REGION,BARRANCA,11,257
LIMA REGION,BARRANCA,12,214
LIMA REGION,CAJATAMBO,1,2
LIMA REGION,CAJATAMBO,4,1
LIMA REGION,CAJATAMBO,5,9
LIMA REGION,CAJATAMBO,6,3
LIMA REGION,CAJATAMBO,7,7
LIMA REGION,CAJATAMBO,8,7
LIMA REGION,CAJATAMBO,9,3
LIMA REGION,CAJATAMBO,11,4
LIMA REGION,CAJATAMBO,12,1
LIMA REGION,CANTA,1,9
LIMA REGION,CANTA,4,11
LIMA REGION,CANTA,5,41
LIMA REGION,CANTA,6,106
LIMA REGION,CANTA,7,106
LIMA REGION,CANTA,8,58
LIMA REGION,CANTA,9,24
LIMA REGION,CANTA,10,12
LIMA REGION,CANTA,11,6
LIMA REGION,CANTA,12,9
LIMA REGION,CAÑETE,1,135
LIMA REGION,CAÑETE,3,1
LIMA REGION,CAÑETE,4,333
LIMA REGION,CAÑETE,5,1314
LIMA REGION,CAÑETE,6,1772
LIMA REGION,CAÑETE,7,1353
LIMA REGION,CAÑETE,8,1522
LIMA REGION,CAÑETE,9,747
LIMA REGION,CAÑETE,10,70
LIMA REGION,CAÑETE,11,84
LIMA REGION,CAÑETE,12,98
LIMA REGION,EN INVESTIGACIÓN,1,7
LIMA REGION,EN INVESTIGACIÓN,3,5
LIMA REGION,EN INVESTIGACIÓN,4,321
LIMA REGION,EN INVESTIGACIÓN,5,672
LIMA REGION,EN INVESTIGACIÓN,6,983
LIMA REGION,EN INVESTIGACIÓN,7,616
LIMA REGION,EN INVESTIGACIÓN,8,467
LIMA REGION,EN INVESTIGACIÓN,9,246
LIMA REGION,EN INVESTIGACIÓN,10,321
LIMA REGION,EN INVESTIGACIÓN,11,239
LIMA REGION,EN INVESTIGACIÓN,12,240
LIMA REGION,HUARAL,1,180
LIMA REGION,HUARAL,3,4
LIMA REGION,HUARAL,4,152
LIMA REGION,HUARAL,5,1355
LIMA REGION,HUARAL,6,1283
LIMA REGION,HUARAL,7,895
LIMA REGION,HUARAL,8,1949
LIMA REGION,HUARAL,9,572
LIMA REGION,HUARAL,10,237
LIMA REGION,HUARAL,11,127
LIMA REGION,HUARAL,12,199
LIMA REGION,HUAROCHIRI,1,26
LIMA REGION,HUAROCHIRI,4,51
LIMA REGION,HUAROCHIRI,5,278
LIMA REGION,HUAROCHIRI,6,186
LIMA REGION,HUAROCHIRI,7,263
LIMA REGION,HUAROCHIRI,8,480
LIMA REGION,HUAROCHIRI,9,160
LIMA REGION,HUAROCHIRI,10,56
LIMA REGION,HUAROCHIRI,11,45
LIMA REGION,HUAROCHIRI,12,35
LIMA REGION,HUAURA,1,191
LIMA REGION,HUAURA,3,2
LIMA REGION,HUAURA,4,208
LIMA REGION,HUAURA,5,626
LIMA REGION,HUAURA,6,1556
LIMA REGION,HUAURA,7,1717
LIMA REGION,HUAURA,8,1716
LIMA REGION,HUAURA,9,838
LIMA REGION,HUAURA,10,449
LIMA REGION,HUAURA,11,194
LIMA REGION,HUAURA,12,186
LIMA REGION,OYON,4,8
LIMA REGION,OYON,5,9
LIMA REGION,OYON,6,18
LIMA REGION,OYON,7,3
LIMA REGION,OYON,8,35
LIMA REGION,OYON,9,21
LIMA REGION,OYON,10,4
LIMA REGION,OYON,11,4
LIMA REGION,OYON,12,6
LIMA REGION,YAUYOS,1,2
LIMA REGION,YAUYOS,4,7
LIMA REGION,YAUYOS,5,20
LIMA REGION,YAUYOS,6,29
LIMA REGION,YAUYOS,7,60
LIMA REGION,YAUYOS,8,27
LIMA REGION,YAUYOS,9,40
LIMA REGION,YAUYOS,10,40
LIMA REGION,YAUYOS,11,6
LIMA REGION,YAUYOS,12,5
LORETO,ALTO AMAZONAS,1,9
LORETO,ALTO AMAZONAS,4,23
LORETO,ALTO AMAZONAS,5,712
LORETO,ALTO AMAZONAS,6,349
LORETO,ALTO AMAZONAS,7,509
LORETO,ALTO AMAZONAS,8,339
LORETO,ALTO AMAZONAS,9,216
LORETO,ALTO AMAZONAS,10,148
LORETO,ALTO AMAZONAS,11,111
LORETO,ALTO AMAZONAS,12,27
LORETO,DATEM DEL MARAÑON,4,7
LORETO,DATEM DEL MARAÑON,5,152
LORETO,DATEM DEL MARAÑON,6,404
LORETO,DATEM DEL MARAÑON,7,796
LORETO,DATEM DEL MARAÑON,8,564
LORETO,DATEM DEL MARAÑON,9,200
LORETO,DATEM DEL MARAÑON,10,161
LORETO,DATEM DEL MARAÑON,11,49
LORETO,DATEM DEL MARAÑON,12,25
LORETO,EN INVESTIGACIÓN,4,5
LORETO,EN INVESTIGACIÓN,5,29
LORETO,EN INVESTIGACIÓN,6,32
LORETO,EN INVESTIGACIÓN,7,6
LORETO,EN INVESTIGACIÓN,8,6
LORETO,EN INVESTIGACIÓN,9,1
LORETO,EN INVESTIGACIÓN,10,1
LORETO,EN INVESTIGACIÓN,11,1
LORETO,EN INVESTIGACIÓN,12,1
LORETO,LORETO,1,18
LORETO,LORETO,4,34
LORETO,LORETO,5,232
LORETO,LORETO,6,315
LORETO,LORETO,7,705
LORETO,LORETO,8,1008
LORETO,LORETO,9,503
LORETO,LORETO,10,176
LORETO,LORETO,11,169
LORETO,LORETO,12,176
LORETO,MARISCAL RAMON CASTILLA,1,1
LORETO,MARISCAL RAMON CASTILLA,4,32
LORETO,MARISCAL RAMON CASTILLA,5,161
LORETO,MARISCAL RAMON CASTILLA,6,112
LORETO,MARISCAL RAMON CASTILLA,7,119
LORETO,MARISCAL RAMON CASTILLA,8,346
LORETO,MARISCAL RAMON CASTILLA,9,284
LORETO,MARISCAL RAMON CASTILLA,10,186
LORETO,MARISCAL RAMON CASTILLA,11,121
LORETO,MARISCAL RAMON CASTILLA,12,10
LORETO,MAYNAS,1,121
LORETO,MAYNAS,3,62
LORETO,MAYNAS,4,1382
LORETO,MAYNAS,5,3104
LORETO,MAYNAS,6,2288
LORETO,MAYNAS,7,1238
LORETO,MAYNAS,8,1979
LORETO,MAYNAS,9,1307
LORETO,MAYNAS,10,797
LORETO,MAYNAS,11,631
LORETO,MAYNAS,12,573
LORETO,PUTUMAYO,4,1
LORETO,PUTUMAYO,5,8
LORETO,PUTUMAYO,6,153
LORETO,PUTUMAYO,7,285
LORETO,PUTUMAYO,8,381
LORETO,PUTUMAYO,9,53
LORETO,PUTUMAYO,10,17
LORETO,PUTUMAYO,11,162
LORETO,PUTUMAYO,12,140
LORETO,REQUENA,1,3
LORETO,REQUENA,4,5
LORETO,REQUENA,5,43
LORETO,REQUENA,6,195
LORETO,REQUENA,7,71
LORETO,REQUENA,8,246
LORETO,REQUENA,9,389
LORETO,REQUENA,10,360
LORETO,REQUENA,11,188
LORETO,REQUENA,12,42
LORETO,UCAYALI,4,3
LORETO,UCAYALI,5,159
LORETO,UCAYALI,6,178
LORETO,UCAYALI,7,101
LORETO,UCAYALI,8,65
LORETO,UCAYALI,9,175
LORETO,UCAYALI,10,29
LORETO,UCAYALI,11,49
LORETO,UCAYALI,12,10
MADRE DE DIOS,EN INVESTIGACIÓN,6,1
MADRE DE DIOS,EN INVESTIGACIÓN,7,10
MADRE DE DIOS,EN INVESTIGACIÓN,8,9
MADRE DE DIOS,EN INVESTIGACIÓN,9,6
MADRE DE DIOS,EN INVESTIGACIÓN,10,10
MADRE DE DIOS,EN INVESTIGACIÓN,11,31
MADRE DE DIOS,EN INVESTIGACIÓN,12,26
MADRE DE DIOS,MANU,1,4
MADRE DE DIOS,MANU,5,1
MADRE DE DIOS,MANU,6,33
MADRE DE DIOS,MANU,7,62
MADRE DE DIOS,MANU,8,390
MADRE DE DIOS,MANU,9,43
MADRE DE DIOS,MANU,10,32
MADRE DE DIOS,MANU,11,37
MADRE DE DIOS,MANU,12,21
MADRE DE DIOS,TAHUAMANU,1,3
MADRE DE DIOS,TAHUAMANU,4,6
MADRE DE DIOS,TAHUAMANU,5,43
MADRE DE DIOS,TAHUAMANU,6,60
MADRE DE DIOS,TAHUAMANU,7,247
MADRE DE DIOS,TAHUAMANU,8,292
MADRE DE DIOS,TAHUAMANU,9,189
MADRE DE DIOS,TAHUAMANU,10,63
MADRE DE DIOS,TAHUAMANU,11,33
MADRE DE DIOS,TAHUAMANU,12,40
MADRE DE DIOS,TAMBOPATA,1,12
MADRE DE DIOS,TAMBOPATA,3,1
MADRE DE DIOS,TAMBOPATA,4,122
MADRE DE DIOS,TAMBOPATA,5,419
MADRE DE DIOS,TAMBOPATA,6,1404
MADRE DE DIOS,TAMBOPATA,7,1536
MADRE DE DIOS,TAMBOPATA,8,2012
MADRE DE DIOS,TAMBOPATA,9,1622
MADRE DE DIOS,TAMBOPATA,10,374
MADRE DE DIOS,TAMBOPATA,11,264
MADRE DE DIOS,TAMBOPATA,12,172
MOQUEGUA,EN INVESTIGACIÓN,5,22
MOQUEGUA,EN INVESTIGACIÓN,6,15
MOQUEGUA,EN INVESTIGACIÓN,7,53
MOQUEGUA,EN INVESTIGACIÓN,8,122
MOQUEGUA,EN INVESTIGACIÓN,9,84
MOQUEGUA,EN INVESTIGACIÓN,10,8
MOQUEGUA,EN INVESTIGACIÓN,11,13
MOQUEGUA,EN INVESTIGACIÓN,12,17
MOQUEGUA,GENERAL SANCHEZ CERRO,1,12
MOQUEGUA,GENERAL SANCHEZ CERRO,4,2
MOQUEGUA,GENERAL SANCHEZ CERRO,5,5
MOQUEGUA,GENERAL SANCHEZ CERRO,6,38
MOQUEGUA,GENERAL SANCHEZ CERRO,7,96
MOQUEGUA,GENERAL SANCHEZ CERRO,8,191
MOQUEGUA,GENERAL SANCHEZ CERRO,9,82
MOQUEGUA,GENERAL SANCHEZ CERRO,10,19
MOQUEGUA,GENERAL SANCHEZ CERRO,11,14
MOQUEGUA,GENERAL SANCHEZ CERRO,12,8
MOQUEGUA,ILO,1,289
MOQUEGUA,ILO,4,85
MOQUEGUA,ILO,5,230
MOQUEGUA,ILO,6,118
MOQUEGUA,ILO,7,844
MOQUEGUA,ILO,8,1377
MOQUEGUA,ILO,9,838
MOQUEGUA,ILO,10,362
MOQUEGUA,ILO,11,403
MOQUEGUA,ILO,12,359
MOQUEGUA,MARISCAL NIETO,1,207
MOQUEGUA,MARISCAL NIETO,4,63
MOQUEGUA,MARISCAL NIETO,5,296
MOQUEGUA,MARISCAL NIETO,6,171
MOQUEGUA,MARISCAL NIETO,7,1227
MOQUEGUA,MARISCAL NIETO,8,4382
MOQUEGUA,MARISCAL NIETO,9,3079
MOQUEGUA,MARISCAL NIETO,10,665
MOQUEGUA,MARISCAL NIETO,11,460
MOQUEGUA,MARISCAL NIETO,12,390
PASCO,DANIEL ALCIDES CARRION,1,26
PASCO,DANIEL ALCIDES CARRION,4,13
PASCO,DANIEL ALCIDES CARRION,5,7
PASCO,DANIEL ALCIDES CARRION,6,16
PASCO,DANIEL ALCIDES CARRION,7,78
PASCO,DANIEL ALCIDES CARRION,8,189
PASCO,DANIEL ALCIDES CARRION,9,95
PASCO,DANIEL ALCIDES CARRION,10,105
PASCO,DANIEL ALCIDES CARRION,11,13
PASCO,DANIEL ALCIDES CARRION,12,18
PASCO,EN INVESTIGACIÓN,1,5
PASCO,EN INVESTIGACIÓN,4,9
PASCO,EN INVESTIGACIÓN,5,101
PASCO,EN INVESTIGACIÓN,6,7
PASCO,EN INVESTIGACIÓN,7,59
PASCO,EN INVESTIGACIÓN,8,54
PASCO,EN INVESTIGACIÓN,9,48
PASCO,EN INVESTIGACIÓN,10,6
PASCO,EN INVESTIGACIÓN,11,8
PASCO,EN INVESTIGACIÓN,12,6
PASCO,OXAPAMPA,1,36
PASCO,OXAPAMPA,4,35
PASCO,OXAPAMPA,5,151
PASCO,OXAPAMPA,6,160
PASCO,OXAPAMPA,7,155
PASCO,OXAPAMPA,8,349
PASCO,OXAPAMPA,9,217
PASCO,OXAPAMPA,10,202
PASCO,OXAPAMPA,11,242
PASCO,OXAPAMPA,12,131
PASCO,PASCO,1,214
PASCO,PASCO,3,1
PASCO,PASCO,4,106
PASCO,PASCO,5,245
PASCO,PASCO,6,330
PASCO,PASCO,7,653
PASCO,PASCO,8,1394
PASCO,PASCO,9,726
PASCO,PASCO,10,319
PASCO,PASCO,11,181
PASCO,PASCO,12,224
PIURA,AYABACA,1,57
PIURA,AYABACA,4,15
PIURA,AYABACA,5,75
PIURA,AYABACA,6,177
PIURA,AYABACA,7,152
PIURA,AYABACA,8,250
PIURA,AYABACA,9,207
PIURA,AYABACA,10,85
PIURA,AYABACA,11,58
PIURA,AYABACA,12,27
PIURA,EN INVESTIGACIÓN,1,32
PIURA,EN INVESTIGACIÓN,4,5
PIURA,EN INVESTIGACIÓN,5,27
PIURA,EN INVESTIGACIÓN,6,361
PIURA,EN INVESTIGACIÓN,7,398
PIURA,EN INVESTIGACIÓN,8,957
PIURA,EN INVESTIGACIÓN,9,805
PIURA,EN INVESTIGACIÓN,10,141
PIURA,EN INVESTIGACIÓN,11,94
PIURA,EN INVESTIGACIÓN,12,113
PIURA,HUANCABAMBA,1,7
PIURA,HUANCABAMBA,4,4
PIURA,HUANCABAMBA,5,25
PIURA,HUANCABAMBA,6,87
PIURA,HUANCABAMBA,7,83
PIURA,HUANCABAMBA,8,141
PIURA,HUANCABAMBA,9,79
PIURA,HUANCABAMBA,10,24
PIURA,HUANCABAMBA,11,11
PIURA,HUANCABAMBA,12,6
PIURA,MORROPON,1,15
PIURA,MORROPON,4,68
PIURA,MORROPON,5,250
PIURA,MORROPON,6,271
PIURA,MORROPON,7,384
PIURA,MORROPON,8,313
PIURA,MORROPON,9,242
PIURA,MORROPON,10,60
PIURA,MORROPON,11,54
PIURA,MORROPON,12,86
PIURA,PAITA,1,96
PIURA,PAITA,3,1
PIURA,PAITA,4,119
PIURA,PAITA,5,474
PIURA,PAITA,6,549
PIURA,PAITA,7,354
PIURA,PAITA,8,983
PIURA,PAITA,9,1141
PIURA,PAITA,10,224
PIURA,PAITA,11,119
PIURA,PAITA,12,230
PIURA,PIURA,1,359
PIURA,PIURA,3,22
PIURA,PIURA,4,1291
PIURA,PIURA,5,3666
PIURA,PIURA,6,3638
PIURA,PIURA,7,2262
PIURA,PIURA,8,3468
PIURA,PIURA,9,2869
PIURA,PIURA,10,899
PIURA,PIURA,11,1122
PIURA,PIURA,12,813
PIURA,SECHURA,1,12
PIURA,SECHURA,3,1
PIURA,SECHURA,4,40
PIURA,SECHURA,5,131
PIURA,SECHURA,6,170
PIURA,SECHURA,7,113
PIURA,SECHURA,8,142
PIURA,SECHURA,9,150
PIURA,SECHURA,10,88
PIURA,SECHURA,11,108
PIURA,SECHURA,12,102
PIURA,SULLANA,1,291
PIURA,SULLANA,3,1
PIURA,SULLANA,4,294
PIURA,SULLANA,5,2070
PIURA,SULLANA,6,2416
PIURA,SULLANA,7,927
PIURA,SULLANA,8,1537
PIURA,SULLANA,9,894
PIURA,SULLANA,10,639
PIURA,SULLANA,11,389
PIURA,SULLANA,12,232
PIURA,TALARA,1,87
PIURA,TALARA,4,81
PIURA,TALARA,5,542
PIURA,TALARA,6,883
PIURA,TALARA,7,86
PIURA,TALARA,8,163
PIURA,TALARA,9,107
PIURA,TALARA,10,173
PIURA,TALARA,11,76
PIURA,TALARA,12,95
PUNO,AZANGARO,1,16
PUNO,AZANGARO,4,6
PUNO,AZANGARO,5,7
PUNO,AZANGARO,6,19
PUNO,AZANGARO,7,49
PUNO,AZANGARO,8,361
PUNO,AZANGARO,9,262
PUNO,AZANGARO,10,99
PUNO,AZANGARO,11,71
PUNO,AZANGARO,12,45
PUNO,CARABAYA,1,11
PUNO,CARABAYA,4,1
PUNO,CARABAYA,5,7
PUNO,CARABAYA,6,18
PUNO,CARABAYA,7,29
PUNO,CARABAYA,8,157
PUNO,CARABAYA,9,145
PUNO,CARABAYA,10,57
PUNO,CARABAYA,11,65
PUNO,CARABAYA,12,53
PUNO,CHUCUITO,1,10
PUNO,CHUCUITO,4,19
PUNO,CHUCUITO,5,10
PUNO,CHUCUITO,6,9
PUNO,CHUCUITO,7,94
PUNO,CHUCUITO,8,238
PUNO,CHUCUITO,9,144
PUNO,CHUCUITO,10,73
PUNO,CHUCUITO,11,66
PUNO,CHUCUITO,12,34
PUNO,EL COLLAO,1,8
PUNO,EL COLLAO,4,6
PUNO,EL COLLAO,5,24
PUNO,EL COLLAO,6,6
PUNO,EL COLLAO,7,57
PUNO,EL COLLAO,8,157
PUNO,EL COLLAO,9,112
PUNO,EL COLLAO,10,100
PUNO,EL COLLAO,11,75
PUNO,EL COLLAO,12,17
PUNO,EN INVESTIGACIÓN,3,1
PUNO,EN INVESTIGACIÓN,4,2
PUNO,EN INVESTIGACIÓN,5,9
PUNO,EN INVESTIGACIÓN,6,21
PUNO,EN INVESTIGACIÓN,7,83
PUNO,EN INVESTIGACIÓN,8,119
PUNO,EN INVESTIGACIÓN,9,325
PUNO,EN INVESTIGACIÓN,10,30
PUNO,EN INVESTIGACIÓN,11,12
PUNO,EN INVESTIGACIÓN,12,10
PUNO,HUANCANE,1,3
PUNO,HUANCANE,4,8
PUNO,HUANCANE,5,19
PUNO,HUANCANE,6,10
PUNO,HUANCANE,7,33
PUNO,HUANCANE,8,180
PUNO,HUANCANE,9,146
PUNO,HUANCANE,10,86
PUNO,HUANCANE,11,50
PUNO,HUANCANE,12,39
PUNO,LAMPA,1,11
PUNO,LAMPA,5,12
PUNO,LAMPA,6,16
PUNO,LAMPA,7,11
PUNO,LAMPA,8,155
PUNO,LAMPA,9,207
PUNO,LAMPA,10,97
PUNO,LAMPA,11,49
PUNO,LAMPA,12,23
PUNO,MELGAR,1,3
PUNO,MELGAR,4,3
PUNO,MELGAR,5,16
PUNO,MELGAR,6,46
PUNO,MELGAR,7,37
PUNO,MELGAR,8,252
PUNO,MELGAR,9,221
PUNO,MELGAR,10,57
PUNO,MELGAR,11,50
PUNO,MELGAR,12,20
PUNO,MOHO,5,3
PUNO,MOHO,7,7
PUNO,MOHO,8,23
PUNO,MOHO,9,43
PUNO,MOHO,10,26
PUNO,MOHO,11,20
PUNO,MOHO,12,6
PUNO,PUNO,1,75
PUNO,PUNO,4,119
PUNO,PUNO,5,88
PUNO,PUNO,6,90
PUNO,PUNO,7,602
PUNO,PUNO,8,2093
PUNO,PUNO,9,2204
PUNO,PUNO,10,522
PUNO,PUNO,11,210
PUNO,PUNO,12,195
PUNO,SAN ANTONIO DE PUTINA,1,2
PUNO,SAN ANTONIO DE PUTINA,4,2
PUNO,SAN ANTONIO DE PUTINA,5,1
PUNO,SAN ANTONIO DE PUTINA,6,3
PUNO,SAN ANTONIO DE PUTINA,7,19
PUNO,SAN ANTONIO DE PUTINA,8,117
PUNO,SAN ANTONIO DE PUTINA,9,42
PUNO,SAN ANTONIO DE PUTINA,10,54
PUNO,SAN ANTONIO DE PUTINA,11,34
PUNO,SAN ANTONIO DE PUTINA,12,16
PUNO,SAN ROMAN,1,71
PUNO,SAN ROMAN,4,34
PUNO,SAN ROMAN,5,140
PUNO,SAN ROMAN,6,252
PUNO,SAN ROMAN,7,527
PUNO,SAN ROMAN,8,2962
PUNO,SAN ROMAN,9,1802
PUNO,SAN ROMAN,10,687
PUNO,SAN ROMAN,11,333
PUNO,SAN ROMAN,12,350
PUNO,SANDIA,1,3
PUNO,SANDIA,4,6
PUNO,SANDIA,5,5
PUNO,SANDIA,6,15
PUNO,SANDIA,7,24
PUNO,SANDIA,8,105
PUNO,SANDIA,9,115
PUNO,SANDIA,10,37
PUNO,SANDIA,11,36
PUNO,SANDIA,12,17
PUNO,YUNGUYO,1,16
PUNO,YUNGUYO,4,9
PUNO,YUNGUYO,5,9
PUNO,YUNGUYO,6,7
PUNO,YUNGUYO,7,18
PUNO,YUNGUYO,8,104
PUNO,YUNGUYO,9,47
PUNO,YUNGUYO,10,47
PUNO,YUNGUYO,11,40
PUNO,YUNGUYO,12,21
SAN MARTIN,BELLAVISTA,1,19
SAN MARTIN,BELLAVISTA,4,30
SAN MARTIN,BELLAVISTA,5,40
SAN MARTIN,BELLAVISTA,6,151
SAN MARTIN,BELLAVISTA,7,231
SAN MARTIN,BELLAVISTA,8,324
SAN MARTIN,BELLAVISTA,9,160
SAN MARTIN,BELLAVISTA,10,182
SAN MARTIN,BELLAVISTA,11,84
SAN MARTIN,BELLAVISTA,12,33
SAN MARTIN,EL DORADO,1,16
SAN MARTIN,EL DORADO,4,1
SAN MARTIN,EL DORADO,5,30
SAN MARTIN,EL DORADO,6,112
SAN MARTIN,EL DORADO,7,425
SAN MARTIN,EL DORADO,8,257
SAN MARTIN,EL DORADO,9,269
SAN MARTIN,EL DORADO,10,247
SAN MARTIN,EL DORADO,11,211
SAN MARTIN,EL DORADO,12,218
SAN MARTIN,EN INVESTIGACIÓN,1,1
SAN MARTIN,EN INVESTIGACIÓN,4,3
SAN MARTIN,EN INVESTIGACIÓN,5,6
SAN MARTIN,EN INVESTIGACIÓN,6,21
SAN MARTIN,EN INVESTIGACIÓN,7,79
SAN MARTIN,EN INVESTIGACIÓN,8,130
SAN MARTIN,EN INVESTIGACIÓN,9,113
SAN MARTIN,EN INVESTIGACIÓN,10,43
SAN MARTIN,EN INVESTIGACIÓN,11,38
SAN MARTIN,EN INVESTIGACIÓN,12,23
SAN MARTIN,HUALLAGA,1,9
SAN MARTIN,HUALLAGA,5,28
SAN MARTIN,HUALLAGA,6,66
SAN MARTIN,HUALLAGA,7,143
SAN MARTIN,HUALLAGA,8,208
SAN MARTIN,HUALLAGA,9,141
SAN MARTIN,HUALLAGA,10,204
SAN MARTIN,HUALLAGA,11,186
SAN MARTIN,HUALLAGA,12,68
SAN MARTIN,LAMAS,1,49
SAN MARTIN,LAMAS,4,2
SAN MARTIN,LAMAS,5,73
SAN MARTIN,LAMAS,6,184
SAN MARTIN,LAMAS,7,215
SAN MARTIN,LAMAS,8,502
SAN MARTIN,LAMAS,9,340
SAN MARTIN,LAMAS,10,281
SAN MARTIN,LAMAS,11,263
SAN MARTIN,LAMAS,12,176
SAN MARTIN,MARISCAL CACERES,1,21
SAN MARTIN,MARISCAL CACERES,3,1
SAN MARTIN,MARISCAL CACERES,4,7
SAN MARTIN,MARISCAL CACERES,5,120
SAN MARTIN,MARISCAL CACERES,6,325
SAN MARTIN,MARISCAL CACERES,7,210
SAN MARTIN,MARISCAL CACERES,8,438
SAN MARTIN,MARISCAL CACERES,9,275
SAN MARTIN,MARISCAL CACERES,10,185
SAN MARTIN,MARISCAL CACERES,11,144
SAN MARTIN,MARISCAL CACERES,12,52
SAN MARTIN,MOYOBAMBA,1,65
SAN MARTIN,MOYOBAMBA,3,1
SAN MARTIN,MOYOBAMBA,4,65
SAN MARTIN,MOYOBAMBA,5,262
SAN MARTIN,MOYOBAMBA,6,454
SAN MARTIN,MOYOBAMBA,7,647
SAN MARTIN,MOYOBAMBA,8,796
SAN MARTIN,MOYOBAMBA,9,552
SAN MARTIN,MOYOBAMBA,10,295
SAN MARTIN,MOYOBAMBA,11,133
SAN MARTIN,MOYOBAMBA,12,120
SAN MARTIN,PICOTA,1,22
SAN MARTIN,PICOTA,4,39
SAN MARTIN,PICOTA,5,86
SAN MARTIN,PICOTA,6,59
SAN MARTIN,PICOTA,7,48
SAN MARTIN,PICOTA,8,207
SAN MARTIN,PICOTA,9,83
SAN MARTIN,PICOTA,10,90
SAN MARTIN,PICOTA,11,124
SAN MARTIN,PICOTA,12,112
SAN MARTIN,RIOJA,1,41
SAN MARTIN,RIOJA,3,2
SAN MARTIN,RIOJA,4,16
SAN MARTIN,RIOJA,5,91
SAN MARTIN,RIOJA,6,281
SAN MARTIN,RIOJA,7,364
SAN MARTIN,RIOJA,8,635
SAN MARTIN,RIOJA,9,402
SAN MARTIN,RIOJA,10,788
SAN MARTIN,RIOJA,11,238
SAN MARTIN,RIOJA,12,246
SAN MARTIN,SAN MARTIN,1,154
SAN MARTIN,SAN MARTIN,3,1
SAN MARTIN,SAN MARTIN,4,95
SAN MARTIN,SAN MARTIN,5,355
SAN MARTIN,SAN MARTIN,6,2293
SAN MARTIN,SAN MARTIN,7,1545
SAN MARTIN,SAN MARTIN,8,1030
SAN MARTIN,SAN MARTIN,9,1327
SAN MARTIN,SAN MARTIN,10,826
SAN MARTIN,SAN MARTIN,11,471
SAN MARTIN,SAN MARTIN,12,192
SAN MARTIN,TOCACHE,1,34
SAN MARTIN,TOCACHE,4,7
SAN MARTIN,TOCACHE,5,94
SAN MARTIN,TOCACHE,6,197
SAN MARTIN,TOCACHE,7,281
SAN MARTIN,TOCACHE,8,515
SAN MARTIN,TOCACHE,9,361
SAN MARTIN,TOCACHE,10,413
SAN MARTIN,TOCACHE,11,221
SAN MARTIN,TOCACHE,12,103
TACNA,CANDARAVE,1,2
TACNA,CANDARAVE,7,3
TACNA,CANDARAVE,8,40
TACNA,CANDARAVE,9,87
TACNA,CANDARAVE,11,3
TACNA,EN INVESTIGACIÓN,1,1
TACNA,EN INVESTIGACIÓN,4,1
TACNA,EN INVESTIGACIÓN,5,1
TACNA,EN INVESTIGACIÓN,6,9
TACNA,EN INVESTIGACIÓN,7,22
TACNA,EN INVESTIGACIÓN,8,250
TACNA,EN INVESTIGACIÓN,9,142
TACNA,EN INVESTIGACIÓN,12,1
TACNA,JORGE BASADRE,1,10
TACNA,JORGE BASADRE,4,1
TACNA,JORGE BASADRE,5,4
TACNA,JORGE BASADRE,6,10
TACNA,JORGE BASADRE,7,45
TACNA,JORGE BASADRE,8,81
TACNA,JORGE BASADRE,9,242
TACNA,JORGE BASADRE,10,4
TACNA,JORGE BASADRE,11,8
TACNA,JORGE BASADRE,12,11
TACNA,TACNA,1,403
TACNA,TACNA,3,2
TACNA,TACNA,4,157
TACNA,TACNA,5,428
TACNA,TACNA,6,505
TACNA,TACNA,7,1869
TACNA,TACNA,8,5500
TACNA,TACNA,9,2839
TACNA,TACNA,10,835
TACNA,TACNA,11,895
TACNA,TACNA,12,667
TACNA,TARATA,4,1
TACNA,TARATA,6,4
TACNA,TARATA,7,2
TACNA,TARATA,8,18
TACNA,TARATA,9,89
TACNA,TARATA,10,11
TACNA,TARATA,11,7
TACNA,TARATA,12,7
TUMBES,CONTRALMIRANTE VILLAR,1,15
TUMBES,CONTRALMIRANTE VILLAR,3,1
TUMBES,CONTRALMIRANTE VILLAR,4,25
TUMBES,CONTRALMIRANTE VILLAR,5,57
TUMBES,CONTRALMIRANTE VILLAR,6,107
TUMBES,CONTRALMIRANTE VILLAR,7,60
TUMBES,CONTRALMIRANTE VILLAR,8,69
TUMBES,CONTRALMIRANTE VILLAR,9,66
TUMBES,CONTRALMIRANTE VILLAR,10,67
